Timestamp,Accel_X_g,Accel_Y_g,Accel_Z_g,Gyro_X_dps,Gyro_Y_dps,Gyro_Z_dps
2025-08-10 18:48:17.545255,0.064208984375,0.056396484375,1.033203125,-1.801526665687561,1.198473334312439,1.8702290058135986
2025-08-10 18:48:17.650741,0.061279296875,0.051513671875,1.028076171875,-1.8091603517532349,1.14503812789917,1.801526665687561
2025-08-10 18:48:17.750847,0.059814453125,0.05029296875,1.03125,-1.6183205842971802,0.885496199131012,1.7480915784835815
2025-08-10 18:48:17.850758,0.055419921875,0.048583984375,1.03369140625,-1.732824444770813,1.122137427330017,1.7557251453399658
2025-08-10 18:48:17.953897,0.05859375,0.055908203125,1.0224609375,-1.6641221046447754,0.9160305261611938,1.7404580116271973
2025-08-10 18:48:18.059969,0.059814453125,0.051513671875,1.03369140625,-1.8091603517532349,1.0687023401260376,1.9541984796524048
2025-08-10 18:48:18.159496,0.062255859375,0.051025390625,1.02099609375,-1.7175573110580444,0.9694656729698181,1.9923664331436157
2025-08-10 18:48:18.260642,0.061279296875,0.05126953125,1.026611328125,-1.7862595319747925,1.14503812789917,1.8244274854660034
2025-08-10 18:48:18.360607,0.05908203125,0.04931640625,1.029296875,-1.7022900581359863,0.9312977194786072,1.6564885377883911
2025-08-10 18:48:18.461002,0.059326171875,0.053955078125,1.020263671875,-1.7557251453399658,0.9083969593048096,1.770992398262024
2025-08-10 18:48:18.560566,0.058349609375,0.04931640625,1.02294921875,-1.7251908779144287,1.1145038604736328,1.7633588314056396
2025-08-10 18:48:18.659716,0.059814453125,0.0537109375,1.025634765625,-1.4885495901107788,0.9541984796524048,1.8854961395263672
2025-08-10 18:48:18.760535,0.057861328125,0.05712890625,1.025146484375,-1.6641221046447754,0.9160305261611938,1.8244274854660034
2025-08-10 18:48:18.860625,0.066162109375,0.0537109375,1.0234375,-1.6335878372192383,0.9541984796524048,1.770992398262024
2025-08-10 18:48:18.964954,0.0615234375,0.0537109375,1.028076171875,-1.6870229244232178,1.14503812789917,1.6870229244232178
2025-08-10 18:48:19.070681,0.060302734375,0.052490234375,1.0185546875,-1.6717556715011597,1.0610686540603638,1.8702290058135986
2025-08-10 18:48:19.170689,0.0576171875,0.052490234375,1.025146484375,-1.7099236249923706,0.8396946787834167,1.85496187210083
2025-08-10 18:48:19.270702,0.066162109375,0.05224609375,1.031005859375,-1.8091603517532349,1.0152671337127686,1.770992398262024
2025-08-10 18:48:19.371122,0.060302734375,0.05322265625,1.027587890625,-1.7175573110580444,1.0152671337127686,1.6259541511535645
2025-08-10 18:48:19.470631,0.06103515625,0.049072265625,1.025146484375,-1.839694619178772,1.0152671337127686,1.732824444770813
2025-08-10 18:48:19.570572,0.05908203125,0.04736328125,1.0234375,-1.7099236249923706,0.9541984796524048,1.7938930988311768
2025-08-10 18:48:19.670304,0.056884765625,0.055908203125,1.028076171875,-1.7251908779144287,0.9465649127960205,1.694656491279602
2025-08-10 18:48:19.770353,0.064208984375,0.05029296875,1.023681640625,-1.9389313459396362,1.0916030406951904,1.8702290058135986
2025-08-10 18:48:19.870429,0.058349609375,0.049560546875,1.032958984375,-1.801526665687561,1.038167953491211,1.8473281860351562
2025-08-10 18:48:19.974503,0.062255859375,0.0498046875,1.027587890625,-1.7175573110580444,1.1374045610427856,1.85496187210083
2025-08-10 18:48:20.079762,0.058349609375,0.055908203125,1.02587890625,-1.7022900581359863,1.1755725145339966,1.732824444770813
2025-08-10 18:48:20.180353,0.06103515625,0.04931640625,1.0205078125,-1.7022900581359863,0.9465649127960205,1.732824444770813
2025-08-10 18:48:20.279745,0.065673828125,0.05419921875,1.026123046875,-1.8167939186096191,0.9389312863349915,1.801526665687561
2025-08-10 18:48:20.380287,0.055908203125,0.05126953125,1.026123046875,-1.5267175436019897,0.9694656729698181,1.85496187210083
2025-08-10 18:48:20.479421,0.091064453125,0.046630859375,0.996337890625,-24.366413116455078,25.23664093017578,1.198473334312439
2025-08-10 18:48:20.580459,0.050537109375,0.036376953125,1.0458984375,-2.1221373081207275,1.106870174407959,3.0992367267608643
2025-08-10 18:48:20.680376,0.182373046875,-0.006103515625,1.247314453125,7.534351348876953,21.290077209472656,24.923664093017578
2025-08-10 18:48:20.780346,-0.15283203125,0.263916015625,1.3515625,89.69465637207031,53.511451721191406,-121.36640930175781
2025-08-10 18:48:20.880412,-0.22802734375,0.138916015625,0.970458984375,-122.16030883789062,61.610687255859375,-166.22137451171875
2025-08-10 18:48:20.984471,-0.402099609375,-0.051513671875,1.1103515625,-128.1526641845703,250.12977600097656,-16.633586883544922
2025-08-10 18:48:21.090370,-0.37451171875,0.121337890625,-0.1396484375,85.01526641845703,250.12977600097656,28.96183204650879
2025-08-10 18:48:21.190328,-0.78125,0.019287109375,-0.556396484375,2.748091697692871,-11.229007720947266,16.03816795349121
2025-08-10 18:48:21.290476,-0.8642578125,0.593994140625,0.82421875,74.86259460449219,-250.1374053955078,-115.0457992553711
2025-08-10 18:48:21.390072,0.641357421875,-0.03759765625,0.932373046875,-19.282442092895508,-250.1374053955078,-50.39694595336914
2025-08-10 18:48:21.490285,0.27001953125,-0.144775390625,1.055908203125,9.12977123260498,103.65648651123047,-15.664122581481934
2025-08-10 18:48:21.590418,0.0849609375,-0.076171875,1.322021484375,-12.893129348754883,250.12977600097656,-71.41984558105469
2025-08-10 18:48:21.690316,-0.054931640625,-0.212646484375,1.053466796875,-49.49618148803711,250.12977600097656,74.32061004638672
